DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_OF_CROP,DESTINATION_WINEGRAPES,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_OF_CROP_EUCODE,NOTE_TYPE_OF_CROP,NOTE_DESTINATION_WINEGRAPES,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TABLEGRAPES,ALL,2025,428,,,,TIPO_DATO5__HP_Q_EXT_N1,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TABLEGRAPES,ALL,2026,567,,,,TIPO_DATO5__HP_Q_EXT_N1,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TITICALE,ALL,2025,21865,,,,TIPO_DATO5__HP_Q_EXT_N1,C1600,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TITICALE,ALL,2026,16196,,,,TIPO_DATO5__HP_Q_EXT_N1,C1600,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TOMAGRENNH,ALL,2025,7295,,,,TIPO_DATO5__HP_Q_EXT_N1,V3100S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TOMAGRENNH_I,ALL,2025,6931,,,,TIPO_DATO5__HP_Q_EXT_N1,V3110_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TOMAGRENNH_II,ALL,2025,364,,,,TIPO_DATO5__HP_Q_EXT_N1,V3120_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,TURNNOPEN,ALL,2025,840,,,,TIPO_DATO5__HP_Q_EXT_N1,V4910,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,VALEINGREE,ALL,2025,40,,,,TIPO_DATO5__HP_Q_EXT_N1,I5000_IV,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,VETCH,ALL,2026,95,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WALNU,ALL,2025,1421,,,,TIPO_DATO5__HP_Q_EXT_N1,F4100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WATENINOP,ALL,2025,2427,,,,TIPO_DATO5__HP_Q_EXT_N1,V3520_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WHEATD,ALL,2025,325,,,,TIPO_DATO5__HP_Q_EXT_N1,C1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WHEATD,ALL,2026,301,,,,TIPO_DATO5__HP_Q_EXT_N1,C1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WINEES,ALL,2025,1247707,,,,TIPO_DATO5__HP_Q_EXT_N1,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WINEES,ALL,2026,1471932,,,,TIPO_DATO5__HP_Q_EXT_N1,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WNEALY,ALL,2025,258794,,,,TIPO_DATO5__HP_Q_EXT_N1,C1310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,HP_Q_EXT,WNEALY,ALL,2026,277279,,,,TIPO_DATO5__HP_Q_EXT_N1,C1310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ALMO,ALL,2025,4,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ALMO,ALL,2026,5,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,APPLE,ALL,2025,499,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,APPLE,ALL,2026,499,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,APRIC,ALL,2025,10,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,APRIC,ALL,2026,10,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,BUBRY,ALL,2025,9,,,,,F3300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,CERFORRLEY,ALL,2025,439,,,,,G1100_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,CEROIS,ALL,2025,4418,,,,,G3000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,CHERR,ALL,2025,15,,,,,F1240,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,CHEST,ALL,2025,66,,,,,F4400,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,COMMEGRASS,ALL,2025,178,,,,,G1100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,DRIESES,ALL,2025,55,,,,,G1200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ECENEDEDF,ALL,2025,72,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ECENEDEDF,ALL,2026,72,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ERORSHCO,ALL,2025,67,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ERORSHCO,ALL,2026,67,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ETRNSITENDE,ALL,2025,17,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ETRNSITENDE,ALL,2026,18,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,GRAM,ALL,2025,317,,,,,G1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,GRAPEDOPWINE,ALL,2025,9303,,,,,W1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,GRAPEIGPWINE,ALL,2025,1759,,,,,W1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,HAZEL,ALL,2025,150,,,,,F4200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,HAZEL,ALL,2026,170,,,,,F4200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,KIWI,ALL,2025,240,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,KIWI,ALL,2026,240,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,LEGMIX,ALL,2025,1,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,LOTU,ALL,2025,2,,,,,F2900_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,LUCERNE,ALL,2025,5572,,,,,G2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,LVRADBENDS,ALL,2025,1,,,,,G2910,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,MIXEPORARY,ALL,2025,3755,,,,,G2900_IV,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,NECTA,ALL,2025,17,,,,,F1220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,NECTA,ALL,2026,18,,,,,F1220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OHROIE,ALL,2025,170,,,,,O1900,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OLIVO,ALL,2025,170,,,,,O1910,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OLIVTAB_OIL,ALL,2025,170,,,,,O1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OLIVTAB_OIL,ALL,2026,175,,,,,O1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OTHEEHERBA,ALL,2025,694,,,,,G1100_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OTHEETEMPO,ALL,2025,32,,,,,G2990,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OTHETFRUITNOR,ALL,2025,3,,,,,F3900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OTHETURES,ALL,2025,973,,,,,G1200_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OTHGRWINODI,ALL,2025,591,,,,,W1190,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,OTMFC,ALL,2025,246,,,,,G9100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PEACH,ALL,2025,72,,,,,F1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PEACH,ALL,2026,72,,,,,F1210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PEAR,ALL,2025,67,,,,,F1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PEAR,ALL,2026,67,,,,,F1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PERMGRASSE,ALL,2025,6865,,,,,J1000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PGPNP,ALL,2025,2364,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PGRAPM,ALL,2025,18926,,,,,J0000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PLSFRFESHC,ALL,2025,499,,,,,F1111,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PLSFRFESHC,ALL,2026,499,,,,,F1111,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PLUM,ALL,2025,7,,,,,F1250,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,PLUM,ALL,2026,8,,,,,F1250,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,POMETES,ALL,2025,5,,,,,F2900_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,POORINGS,ALL,2025,9697,,,,,J2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,ROUSPBERRI,ALL,2025,1,,,,,F3200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,SWCHERRIES,ALL,2025,15,,,,,F1242,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,SWCHERRIES,ALL,2026,14,,,,,F1242,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,TABLEGRAPES,ALL,2025,3,,,,,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,TABLEGRAPES,ALL,2026,3,,,,,W1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,WALNU,ALL,2025,70,,,,,F4100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,WINEES,ALL,2025,11653,,,,,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,PA_EXT,WINEES,ALL,2026,11800,,,,,W1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,REDOSEWIN,ALL,2025,18014,,,,,W2320,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,REGDESBLACKWINE,ALL,2025,51244,,,,,W2120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,REGDESWHITEWINE,ALL,2025,589309,,,,,W2110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,REGDESWINE,ALL,2025,640553,,,,,W2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,TABLW,ALL,2025,39160,,,,,W2300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,TYPGEOBLACKWINE,ALL,2025,32549,,,,,W2220,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,TYPGEOWHITEWINE,ALL,2025,103072,,,,,W2210,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,TYPGEOWINE,ALL,2025,135621,,,,,W2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,WHITNE,ALL,2025,21146,,,,,W2310,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,WINE,ALL,2025,815334,,,,,W2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_HECT_EXT,WINE,ALL,2026,696200,,,,,W2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ALMO,ALL,2025,54,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ALMO,ALL,2026,80,,,,,F4300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,APPLE,ALL,2025,304390,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,APPLE,ALL,2026,272454,,,,,F1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,APRIC,ALL,2025,1370,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,APRIC,ALL,2026,1400,,,,,F1230,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ASPAINGREOPEN,ALL,2025,7128,,,,,V2600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ASPAINGREOPEN,ALL,2026,7210,,,,,V2600_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BARLEY,ALL,2025,261408,,,,,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BARLEY,ALL,2026,280080,,,,,C1300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BEETANDLEA,ALL,2025,1152,,,,,V4300_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BEETS,ALL,2025,155149,,,,,R2000,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BROAFIELD,ALL,2025,161,,,,,P1200_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BUBRY,ALL,2025,459,,,,,F3300,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,BUCKWHEAT,ALL,2026,216,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CARRNDPARS,ALL,2025,468,,,,,V4100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CARRNDPARS,ALL,2026,1002,,,,,V4100_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CAULERAND,ALL,2025,1115,,,,,V1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CAULERAND,ALL,2026,1085,,,,,V1100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CEREAOG_NO_FORAGENR,ALL,2025,2144,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CEREAOG_NO_FORAGENR,ALL,2026,644,,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHAROPENFI,ALL,2025,466,,,,,V2900_III,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHERR,ALL,2025,930,,,,,F1240,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHEST,ALL,2025,1584,,,,,F4400,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHICNOPEN,ALL,2025,23625,,,,,V2700_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHICNOPEN,ALL,2026,19500,,,,,V2700_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHICS,ALL,2025,97,,,,,P9200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CHICS,ALL,2026,102,,,,,P9200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CICRADIFRE_OPEN,ALL,2025,23625,,,,,V2710_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CICRADIFRE_OPEN,ALL,2026,19500,,,,,V2710_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,COMMEAT,ALL,2025,439488,,,,,C1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,COMMEAT,ALL,2026,560504,,,,,C1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,COURINOPE,ALL,2025,11340,,,,,V3420_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,COURINOPE,ALL,2026,12582,,,,,V3420_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CUCUINGRE,ALL,2025,1037,,,,,V3200S,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,CUCUINOPE,ALL,2025,1344,,,,,V3200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,EARLATOES,ALL,2025,3132,,,,,R1000_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,EARLATOES,ALL,2026,2499,,,,,R1000_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ECENEDEDF,ALL,2025,7372,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ECENEDEDF,ALL,2026,18072,,,,,F1211,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,EGGINGRE,ALL,2025,1214,,,,,V3410_I,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,EGGINOPE,ALL,2025,1440,,,,,V3410_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,EGGINOPE,ALL,2026,1722,,,,,V3410_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ENDINOPEN,ALL,2025,870,,,,,V2400_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ENDINOPEN,ALL,2026,570,,,,,V2400_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ERORSHCO,ALL,2025,10854,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ERORSHCO,ALL,2026,16683,,,,,F1121,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ETRNSITENDE,ALL,2025,2448,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ETRNSITENDE,ALL,2026,4410,,,,,F1221,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,FENNOPENF,ALL,2025,735,,,,,V4920_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,FENNOPENF,ALL,2026,885,,,,,V4920_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,FRESNEYBEA,ALL,2025,2280,,,,,V5200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,FRESNEYBEA,ALL,2026,3198,,,,,V5200_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,GARLIC,ALL,2025,112,,,,,V4600,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,GRAPEDOPWINE,ALL,2025,995421,,,,,W1110,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,GRAPEIGPWINE,ALL,2025,207562,,,,,W1120,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,HAZEL,ALL,2025,1515,,,,,F4200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,HAZEL,ALL,2026,1020,,,,,F4200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,HEMP,ALL,2025,640,,,,,I2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ITRSOYEAN,ALL,2025,74,,,,,C1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,ITRSOYEAN,ALL,2026,360,,,,,C1200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,KIWI,ALL,2025,64320,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,KIWI,ALL,2026,17280,,,,,F2200,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,LEEKOPENFI,ALL,2025,1368,,,,,V2100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,LENTIL,ALL,2025,9,,,,,P9100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,LENTIL,ALL,2026,12,,,,,P9100,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,LETTNOPEN,ALL,2025,3960,,,,,V2300_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,LETTNOPEN,ALL,2026,3324,,,,,V2300_II,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_2(1.0),A,ITD42,TP_QUIN_EXT,LOTU,ALL,2025,278,,,,,F2900_I,,,,,,
