SOURCE_ID;ESTADO;SOURCE_NAME;SOURCE_OWNER;COUNTRY;TERRITORY;URL;VERDICT;EVIDENCE_PATH;NO_ATLAS_CORRENTE;IRMAOS_MESMA_FONTE;N_REGISTOS;N_VERSOES;ONDE;N_CITACOES;FIRST_ASSIGNMENT_COMMIT;FIRST_ASSIGNMENT_DATE;FIRST_ASSIGNMENT_BRANCH;FIRST_ASSIGNMENT_FILE;FIRST_ASSIGNMENT_SOURCE;DIVERGENCIAS
IT-T10-001;SAME_ID_DIFFERENT_SOURCE;ARPAV — Vendite fitosanitari (open data) + Rapporto annuale;ARPAV (Agenzia Regionale per la Prevenzione e Protezione;ITALY — **apenas a região do Vêneto**;T10;https://www.arpa.veneto.it/dati-ambientali/open-data/fitosanitari;GREEN;Vêneto 2025: **16.265.862 kg/l** declarados. Cruzando pelo número;NAO;IT-T10-003;6;5;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;30;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ISMEA Mercati — preços por produto e praça;SOURCE_NAME: escolhido «ARPAV — Vendite fitosanitari (open data) + R» (prova 100) sobre «ISTAT — Distribuzione per uso agri» (100) / «ISMEA Mercati — preços por produto» (20) || SOURCE_OWNER: escolhido «ARPAV (Agenzia Regionale per la Prevenzione » (prova 100) sobre «Istituto Nazionale di Statistica» (100) || COUNTRY: escolhido «ITALY — **apenas a região do Vêneto**» (prova 100) sobre «ITALY — **país inteiro**: nação, r» (100) || URL: escolhido «https://www.arpa.veneto.it/dati-ambientali/o» (prova 100) sobre «https://esploradati.istat.it/SDMXW» (100) / «https://www.ismeamercati.it» (20) || EVIDENCE_PATH: escolhido «Vêneto 2025: **16.265.862 kg/l** declarados.» (prova 100) sobre «Itália 2024: **93.600.146 kg** dis» (100)
IT-T10-002;SAME_ID_DIFFERENT_SOURCE;OpenStreetMap, via Overpass API + Nominatim;comunidade OSM (base colaborativa);ITALY — recorte Vêneto;T10;https://overpass.kumi.systems/api/interpreter;YELLOW;294 pontos no Vêneto, 69 de provável canal profissional,;NAO;;4;3;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;90;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;BMTI — analisi di mercato cereali;SOURCE_NAME: escolhido «OpenStreetMap, via Overpass API + Nominatim» (prova 100) sobre «BMTI — analisi di mercato cereali» (20) || URL: escolhido «https://overpass.kumi.systems/api/interprete» (prova 100) sobre «https://www.bmti.it» (20)
IT-T10-003;SAME_ID_DIFFERENT_SOURCE;ISTAT — Distribuzione per uso agricolo dei prodotti fitosanitari;Istituto Nazionale di Statistica;ITALY — **país inteiro**: nação, regiões e 111 províncias;T10;https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_22_DF_DCSP_FITOSANITARI_1,1.0/all;GREEN;Itália 2024: **93.600.146 kg** distribuídos. Regiões: Vêneto;NAO;IT-T10-001;2;2;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;24;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ISTAT — commercio estero (import/export agrícola);SOURCE_NAME: escolhido «ISTAT — Distribuzione per uso agricolo dei p» (prova 100) sobre «ISTAT — commercio estero (import/e» (20) || URL: escolhido «https://esploradati.istat.it/SDMXWS/rest/dat» (prova 100) sobre «https://www.coeweb.istat.it» (20)
IT-T10-004;SAME_SOURCE_MULTIPLE_IDS;ICQRF — Cantina Italia;UNKNOWN;UNKNOWN;T10;https://www.politicheagricole.it;UNKNOWN;UNKNOWN;NAO;IT-T10-005;1;1;ITALY-SOURCE-MASTER-V1.json;21;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ICQRF — Cantina Italia;
IT-T10-005;SAME_SOURCE_MULTIPLE_IDS;ICQRF — Frantoio Italia;UNKNOWN;UNKNOWN;T10;https://www.politicheagricole.it;UNKNOWN;UNKNOWN;NAO;IT-T10-004;1;1;ITALY-SOURCE-MASTER-V1.json;21;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ICQRF — Frantoio Italia;
IT-T10-006;MISSING_FROM_CURRENT_ATLAS;Agrisole — quotidiano agricolo del Sole 24 Ore;Il Sole 24 Ore;ITALY;T10 (também serve T12);https://www.agrisole.ilsole24ore.com/;GREEN — fonte aberta, exemplo real observado e preservado;«My24 - Il Sole 24 ORE» https://areautente.ilsole24ore.com/ — HTML, 118331;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Agrisole — quotidiano agricolo del Sole 24 Ore;
IT-T10-007;MISSING_FROM_CURRENT_ATLAS;ISMEA — Istituto di Servizi per il Mercato Agricolo Alimentare;ISMEA;ITALY;T10 (também serve T12);https://www.ismea.it/istituto-di-servizi-per-il-mercato-agricolo-alimentare;GREEN — fonte aberta, exemplo real observado e preservado;«Comunicati stampa e news - Ismea» https://www.ismea.it/Press-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;30;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ISMEA — Istituto di Servizi per il Mercato Agricolo Alimentare;
IT-T10-008;MISSING_FROM_CURRENT_ATLAS;Italmopa — Associazione Industriali Mugnai d'Italia;Italmopa;ITALY;T10 (também serve T1);https://www.italmopa.com/;GREEN — fonte aberta, exemplo real observado e preservado;«Pubblicazioni - Italmopa» https://italmopa.com/pubblicazioni/ — HTML,;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Italmopa — Associazione Industriali Mugnai d'Italia;
IT-T10-009;MISSING_FROM_CURRENT_ATLAS;Borsa Merci Bologna — Camera di Commercio;Camera di Commercio di Bologna;ITALY;T10;https://www.bo.camcom.gov.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Sicurezza e Etichettatura dei Prodotti | Camera di Commercio di Bologna»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Borsa Merci Bologna — Camera di Commercio;
IT-T10-010;MISSING_FROM_CURRENT_ATLAS;CSO Italy — Centro Servizi Ortofrutticoli;CSO Italy;ITALY;T10 (também serve T1);https://www.csoservizi.com/;GREEN — fonte aberta, exemplo real observado e preservado;«CLICCARE QUI» https://www.csoservizi.com/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CSO Italy — Centro Servizi Ortofrutticoli;
IT-T10-011;MISSING_FROM_CURRENT_ATLAS;Ruminantia — web magazine dei ruminanti;Ruminantia;ITALY;T10 (também serve T1, T7);https://www.ruminantia.it/;GREEN — fonte aberta, exemplo real observado e preservado;"«News &#8211; Ruminantia &#8211; Web Magazine del mondo dei Ruminanti»";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Ruminantia — web magazine dei ruminanti;
IT-T10-012;MISSING_FROM_CURRENT_ATLAS;Consorzio Tutela Vini d'Abruzzo;Consorzio Tutela Vini d'Abruzzo;ITALY;T10 (também serve T1);https://www.vinidabruzzo.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Press                                  La nuova terra dei Winelovers;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Consorzio Tutela Vini d'Abruzzo;
IT-T10-013;MISSING_FROM_CURRENT_ATLAS;Consorzio di Tutela Arancia Rossa di Sicilia IGP;Consorzio Arancia Rossa di Sicilia;ITALY;T10 (também serve T1);https://www.tutelaaranciarossa.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Rassegna stampa - Tutela Arancia Rossa di Sicilia IGP»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Consorzio di Tutela Arancia Rossa di Sicilia IGP;
IT-T10-014;MISSING_FROM_CURRENT_ATLAS;Consorzio di Tutela del Grana Padano;Consorzio Tutela Grana Padano;ITALY;T10 (também serve T1);https://www.granapadano.it/it-it/;GREEN — fonte aberta, exemplo real observado e preservado;«Progetti Finanziati - Grana Padano» https://www.granapadano.it/it-it/il-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Consorzio di Tutela del Grana Padano;
IT-T10-015;MISSING_FROM_CURRENT_ATLAS;Consorzio Tutela Prosecco DOC;Consorzio Tutela Prosecco DOC;ITALY;T10 (também serve T1);https://www.prosecco.it/it/;YELLOW — frequencia de atualizacao por provar;https://www.prosecco.it/wp-content/uploads/2023/07/Pagina-per-sito-web.pdf —;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Consorzio Tutela Prosecco DOC;
IT-T10-016;MISSING_FROM_CURRENT_ATLAS;Alleanza delle Cooperative Italiane Agroalimentare;Alleanza Cooperative;ITALY;T10 (também serve T12);https://www.alleanzacooperative.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Alleanza Cooperative Italiane» https://www.alleanzacooperative.it/news-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Alleanza delle Cooperative Italiane Agroalimentare;
IT-T11-001;ONLY_IN_ONE_BRANCH;EIMA International;UNKNOWN;UNKNOWN;T11;https://www.eima.it;UNKNOWN;UNKNOWN;SIM;;1;1;ITALY-SOURCE-MASTER-V1.json;49;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;EIMA International;
IT-T11-002;MISSING_FROM_CURRENT_ATLAS;Enovitis in Campo;UNKNOWN;UNKNOWN;T11;https://www.enovitisincampo.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;15;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;Enovitis in Campo;
IT-T11-003;MISSING_FROM_CURRENT_ATLAS;Fieragricola (Veronafiere);UNKNOWN;UNKNOWN;T11;https://www.fieragricola.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;15;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;Fieragricola (Veronafiere);
IT-T11-004;MISSING_FROM_CURRENT_ATLAS;FEM — eventos e convegni técnicos;UNKNOWN;UNKNOWN;T11;https://www.fmach.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;21;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;FEM — eventos e convegni técnicos;
IT-T11-005;MISSING_FROM_CURRENT_ATLAS;SIMEI — Salone Internazionale Macchine per Enologia e Imbottigliamento;Unione Italiana Vini;ITALY;T11 (também serve T10);https://www.simei.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Distillo 2026 - SIMEI» https://www.simei.it/news-media/news/distillo-2026 —;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;SIMEI — Salone Internazionale Macchine per Enologia e Imbottigliamento;
IT-T12-002;MISSING_FROM_CURRENT_ATLAS;MASAF — PSP / Piano Strategico della PAC in Italia;UNKNOWN;UNKNOWN;T12;https://www.politicheagricole.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;21;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;MASAF — PSP / Piano Strategico della PAC in Italia;
IT-T12-003;MISSING_FROM_CURRENT_ATLAS;CIA — Agricoltori Italiani;CIA;ITALY;T12 (também serve T7);https://www.cia.it/;"YELLOW — registada como real e util, mas sem exemplo representativo do que entrega; rever com navegador antes de contratar coleta.";NÃO REPRESENTATIVO — o item que se conseguiu confirmar por HTTP e' papelada administrativa (codigo etico, termos, formulario) — prova que a organizacao existe, NAO prova o que ela publica na sua area tecnica. Um exemplo representativo exige navegador ou leitura humana da seccao de noticias.;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CIA — Agricoltori Italiani;
IT-T12-004;MISSING_FROM_CURRENT_ATLAS;Confagricoltura;Confagricoltura;ITALY;T12 (também serve T7, T10);https://www.confagricoltura.it/ita/;YELLOW — frequencia de atualizacao por provar;«AgriFoodTech e IA: 2° Rapporto 2026 dedicato alla trasformazione;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;Confagricoltura;
IT-T12-005;MISSING_FROM_CURRENT_ATLAS;AIAB — Associazione Italiana Agricoltura Biologica;AIAB;ITALY;T12 (também serve T1);https://aiab.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Aiuti di Stato» https://aiab.it/wp-content/uploads/2023/01/AIAB-Aiuti-di-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;AIAB — Associazione Italiana Agricoltura Biologica;
IT-T12-006;MISSING_FROM_CURRENT_ATLAS;CIA Toscana;CIA Agricoltori Italiani;ITALY;T12 (também serve T7);https://www.ciatoscana.eu/home/;GREEN — fonte aberta, exemplo real observado e preservado;https://www.ciatoscana.eu/home/wp-content/uploads/2026/02/inn-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CIA Toscana;
IT-T13-001;SAME_ID_SAME_SOURCE;Registro Imprese / cooperative italiane · **NÃO SEI**;UNKNOWN;UNKNOWN;T13;UNKNOWN;"idem; não há API aberta comparável conhecida";UNKNOWN;SIM;;21;21;ATLAS-DE-FONTES-EAME.md;32;85157fef3c5b;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;Registro Imprese / cooperative italiane · **NÃO SEI**;
IT-T2-001;MISSING_FROM_CURRENT_ATLAS;ARPAE — Bollettino agrometeorologico regionale;UNKNOWN;UNKNOWN;T2;https://www.arpae.it/it/temi-ambientali/meteo/agrometeo;GREEN;UNKNOWN;NAO;;2;1;ITALY-SOURCE-MASTER-V1.json;108;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ARPAE — Bollettino agrometeorologico regionale;
IT-T2-002;MISSING_FROM_CURRENT_ATLAS;ARPAV — Agrometeo / Agrometeo Informa / bollettini zonali;UNKNOWN;UNKNOWN;T2;https://www.arpa.veneto.it/dati-ambientali/bollettini/agrometeo;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;582;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ARPAV — Agrometeo / Agrometeo Informa / bollettini zonali;
IT-T2-003;MISSING_FROM_CURRENT_ATLAS;CNR-IBE — Drought Observatory / Osservatorio Siccità;UNKNOWN;UNKNOWN;T2;https://drought.climateservices.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;18;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;CNR-IBE — Drought Observatory / Osservatorio Siccità;
IT-T2-004;MISSING_FROM_CURRENT_ATLAS;SIAS Sicilia — agrometeorologia regional;UNKNOWN;UNKNOWN;T2;http://www.sias.regione.sicilia.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;177;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;SIAS Sicilia — agrometeorologia regional;
IT-T2-005;MISSING_FROM_CURRENT_ATLAS;ALSIA — agrometeorologia Basilicata;UNKNOWN;UNKNOWN;T2;https://www.alsia.it;UNKNOWN;UNKNOWN;NAO;;1;1;ITALY-SOURCE-MASTER-V1.json;24;bd531977bf22;2026-09-07;claude/admiring-sagan-5zi0v3;ITALY-SOURCE-MASTER-V1.json;ALSIA — agrometeorologia Basilicata;
IT-T2-006;MISSING_FROM_CURRENT_ATLAS;ARPA Campania;ARPAC;ITALY;T2 (também serve T12);https://www.arpacampania.it/;GREEN — fonte aberta, exemplo real observado e preservado;«News - Arpac» https://www.arpacampania.it/web/guest/news — HTML, 472011;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Campania;
IT-T2-007;MISSING_FROM_CURRENT_ATLAS;ARPA Sicilia;ARPA Sicilia;ITALY;T2 (também serve T12);https://www.arpa.sicilia.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Pubblicazioni - Arpa Sicilia»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Sicilia;
IT-T2-008;MISSING_FROM_CURRENT_ATLAS;ARPAT Toscana;ARPAT;ITALY;T2 (também serve T12);https://www.arpat.toscana.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Centrali geotermiche della Toscana – Anno 2025 - ARPAT»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPAT Toscana;
IT-T2-009;MISSING_FROM_CURRENT_ATLAS;ISPRA — Istituto Superiore per la Protezione e la Ricerca Ambientale;ISPRA;ITALY;T2 (também serve T12);https://www.isprambiente.gov.it/it;GREEN — fonte aberta, exemplo real observado e preservado;https://www.isprambiente.gov.it/it/files/iso_9001-ita-c859101-2-20260709.pdf;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ISPRA — Istituto Superiore per la Protezione e la Ricerca Ambientale;
IT-T2-010;MISSING_FROM_CURRENT_ATLAS;APPA Trento — Agenzia provinciale protezione ambiente;Provincia autonoma di Trento;ITALY;T2 (também serve T12);https://appa.provincia.tn.it/;YELLOW — frequencia de atualizacao por provar;«Voluntary local review (VLR) 2026 / Approfondimenti / News / Homepage -;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;APPA Trento — Agenzia provinciale protezione ambiente;
IT-T2-011;MISSING_FROM_CURRENT_ATLAS;ARPA Lombardia;ARPA Lombardia;ITALY;T2 (também serve T12);https://www.arpalombardia.it/;YELLOW — frequencia de atualizacao por provar;«Approfondisci qui;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Lombardia;
IT-T2-012;MISSING_FROM_CURRENT_ATLAS;ARPA Friuli Venezia Giulia — OSMER;ARPA FVG;ITALY;T2;https://www.arpa.fvg.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Le proposte per le scuole 2026/27;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Friuli Venezia Giulia — OSMER;
IT-T2-013;MISSING_FROM_CURRENT_ATLAS;ARPA Lazio;ARPA Lazio;ITALY;T2 (também serve T12);https://www.arpalazio.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Pubblicazioni - RIR - ARPA Lazio»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Lazio;
IT-T2-014;MISSING_FROM_CURRENT_ATLAS;ARPA Molise;ARPA Molise;ITALY;T2 (também serve T12);https://www.arpamolise.it/;YELLOW — frequencia de atualizacao por provar;https://www.arpamolise.it/Comunicazione/Pubblicazioni/pdf/cartaservizi.pdf —;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Molise;
IT-T2-015;MISSING_FROM_CURRENT_ATLAS;AIAM — Associazione Italiana di Agrometeorologia;AIAM;ITALY;T2 (também serve T5, T11);https://www.agrometeorologia.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Brochure» https://www.agrometeorologia.it/wp-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;AIAM — Associazione Italiana di Agrometeorologia;
IT-T2-016;MISSING_FROM_CURRENT_ATLAS;ARPA Marche;ARPAM;ITALY;T2 (também serve T12);https://www.arpa.marche.it/;GREEN — fonte aberta, exemplo real observado e preservado;«Tariffario»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Marche;
IT-T2-017;MISSING_FROM_CURRENT_ATLAS;CNR IRET — Istituto di Ricerca sugli Ecosistemi Terrestri;CNR;ITALY;T2 (também serve T5);https://www.iret.cnr.it/;GREEN — fonte aberta, exemplo real observado e preservado;«News - IRET» https://www.iret.cnr.it/news/ — HTML, 86868 bytes lidos em;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CNR IRET — Istituto di Ricerca sugli Ecosistemi Terrestri;
IT-T2-018;MISSING_FROM_CURRENT_ATLAS;CNR ISAFOM — Istituto per i Sistemi Agricoli e Forestali del Mediterraneo;CNR;ITALY;T2 (também serve T1, T5);https://www.isafom.cnr.it/;GREEN — fonte aberta, exemplo real observado e preservado;«News Archivi - CNR - ISAFOM» https://isafom.cnr.it/category/news/ — HTML,;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;CNR ISAFOM — Istituto per i Sistemi Agricoli e Forestali del Mediterraneo;
IT-T2-019;MISSING_FROM_CURRENT_ATLAS;ARPA Piemonte;ARPA Piemonte;ITALY;T2 (também serve T12);https://www.arpa.piemonte.it/home;YELLOW — frequencia de atualizacao por provar;"«La Relazione sullo Stato dell&#039;Ambiente del Piemonte 2026 | Arpa";NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Piemonte;
IT-T2-020;MISSING_FROM_CURRENT_ATLAS;ARTA Abruzzo;ARTA Abruzzo;ITALY;T2 (também serve T12);https://www.artaabruzzo.it/;"YELLOW — registada como real e util, mas sem exemplo representativo do que entrega; rever com navegador antes de contratar coleta.";NÃO REPRESENTATIVO — o item que se conseguiu confirmar por HTTP e' papelada administrativa (codigo etico, termos, formulario) — prova que a organizacao existe, NAO prova o que ela publica na sua area tecnica. Um exemplo representativo exige navegador ou leitura humana da seccao de noticias.;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARTA Abruzzo;
IT-T2-021;MISSING_FROM_CURRENT_ATLAS;ARPA Liguria;ARPAL;ITALY;T2 (também serve T12);https://www.arpal.liguria.it/;YELLOW — frequencia de atualizacao por provar;«Notizie tematiche - Estate 2026, a Genova quasi 90 notti tropicali e 60;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Liguria;
IT-T2-022;MISSING_FROM_CURRENT_ATLAS;ARPA Valle d'Aosta;ARPA Valle d'Aosta;ITALY;T2 (também serve T12);https://www.arpa.vda.it/;YELLOW — frequencia de atualizacao por provar;«Agenzia Regionale della Protezione dell'Ambiente - Valle D'Aosta»;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Valle d'Aosta;
IT-T2-023;MISSING_FROM_CURRENT_ATLAS;ARPA Basilicata;ARPAB;ITALY;T2 (também serve T12);https://www.arpab.it/;GREEN — fonte aberta, exemplo real observado e preservado;«VEDI TUTTE                                                       VEDI;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ARPA Basilicata;
IT-T2-024;MISSING_FROM_CURRENT_ATLAS;ANBI — Associazione Nazionale Consorzi di gestione e tutela del territorio e;ANBI;ITALY;T2 (também serve T12);https://www.anbi.it/;GREEN — fonte aberta, exemplo real observado e preservado;«LIPU» https://www.anbi.it/public/sezioni/protocollolipu-firmato-;NAO;;1;1;ATLAS-DE-FONTES-EAME.md;19;558881f5513d;2026-09-14;claude/italy-source-qualification-v1;ATLAS-DE-FONTES-EAME.md;ANBI — Associazione Nazionale Consorzi di gestione e tutela del territorio e;
IT-T3-001;SAME_ID_SAME_SOURCE;IT-T3-001 · Bollettini di produzione integrata (Emilia-Romagna e consórcios provinciais);"Regione Emilia-Romagna — Servizio fitosanitario;";ITALY;T3;https://agricoltura.regione.emilia-romagna.it;YELLOW;"""Bollettino 15 del 21 maggio 2026 — Reggio Emilia"",";SIM;;27;27;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;135;6b77e3163e1a;2026-08-28;HEAD -> claude/sintonia-eame-repo-setup-xccfob;ATLAS-DE-FONTES-EAME.md;IT-T3-001 · Bollettini di produzione integrata (Emilia-Romagna e consórcios provinciais);SOURCE_NAME: escolhido «IT-T3-001 · Bollettini di produzione integra» (prova 80) sobre «Bollettini di produzione integrata» (20)
IT-T3-002;MISSING_FROM_CURRENT_ATLAS;IT-T3-002 · Servizio fitosanitario della Regione del Veneto — bollettini di difesa integrata;Regione del Veneto — U.O. Fitosanitario;ITALY · REGION: Veneto;T3;https://www.agricoltura.regione.campania.it;GREEN;"VITE n. 19 de 13/08/2026: adulto da cicalina presente; videiras";NAO;;4;3;ATLAS-DE-FONTES-EAME.md | ITALY-SOURCE-MASTER-V1.json;203;69db7cc4eb91;2026-09-06;claude/passport-tags-italy-v1;ATLAS-DE-FONTES-EAME.md;IT-T3-002 · Servizio fitosanitario della Regione del Veneto — bollettini di difesa integrata;SOURCE_NAME: escolhido «IT-T3-002 · Servizio fitosanitario della Reg» (prova 80) sobre «Campania — Bollettini fitosanitari» (20)
