Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
TV,18283,XEDAVIR PFnPE,5.75
TV,18284,,0.6
TV,18284,WANAX PFnPE,60.6
TV,18287,,3
TV,18287,V-DIM 240 EC,6
TV,18288,BEMOTIUS,25
TV,18290,,7386
TV,18290,FOLPETIS 50 SC,4065
TV,18292,,20
TV,18292,YUKON,3690
TV,18293,MELODY FLEX,1900
TV,18299,DEED,37
TV,18300,,24
TV,18300,CORE,19
TV,18313,FERRONITE PFNPE,1418
TV,18313,FERRONITE PFNPE DA 1 KG,84
TV,18318,PRINCIPAL FORTE,323.04
TV,18332,LOGRADO 360 SL,3222
TV,18340,ALAKAZAM 500 WG,6
TV,18369,Halvetic,700
TV,18379,STELLAR,1350
TV,18393,CURZATE EFFE WG,2022
TV,18394,FALTEX 50 SC,486
TV,18394,FALTEX 50 SC DA 10 LT,10
TV,18395,FOLTAN 50 SC,6420
TV,18404,AXIAL 50 EC,235
TV,18409,LADIVA,7.25
TV,18423,BIOMAGNET RUBY,1000
TV,18427,TRIARIO GR,20
TV,18431,POLACCHINI,2280
TV,18432,LS PYRACLOSTROBIN 250,52
TV,18438,KUPRIK WG,440
TV,18443,BONAFIDE,45
TV,18445,PANTERA TOP,1051
TV,18451,LEPINOX WG,14.25
TV,18458,,330
TV,18458,AQUICINE,5835
TV,18477,PROBLAD,5
TV,18484,CAYUNIS,66
TV,18490,,8
TV,18490,BRIXTON,817
TV,18490,BRIXTON LT 1,4
TV,18490,BRIXTON LT 5,10
TV,18493,CLONKIN,20
TV,18495,KYLEO TOP,305
TV,18495,KYLEO TOP LT 5,100
TV,18497,PANORAMA,123
TV,18498,ACLON,8
TV,18520,SHUNTA,24
TV,18523,DIABLO SC,0.6
TV,18530,,3780
TV,18530,WEEDMASTER PRO 540,980
TV,18552,,60
TV,18552,DIVIN,277
TV,18562,BEAST,3
TV,18585,SHENZI 200 SC,763.8
TV,18587,ISARD,1115
TV,18589,,247
TV,18589,SINCLAIRE,1012
TV,18599,IBISCO VIT,730
TV,18600,LIQUIZOL PLATINUM,430
TV,18609,MATSUDA WG PLUS,12.3
TV,18626,,187.5
TV,18626,SURROUND WP CROP PROTECTANT,8975
TV,18642,IRONFORTE ANTILUMACA PFNPE,174
TV,18654,CARDIS,4226
TV,18670,EXSOLANT,5.4
TV,18690,BOING,890
TV,18702,,18
TV,18710,MACHO EVO,1380
TV,18720,U46 D-MAX,1
TV,18724,STARSHIP 100 SC,24
TV,18728,AGER-BI UNIVERSAL,120
TV,18734,,82
TV,18734,EDRIZAR SC,9.4
TV,18735,BISBITA,460
TV,18736,,760
TV,18736,TELOSIO 45,679
TV,18737,NORCAS 45,31
TV,18739,,521
TV,18747,CONFLUX,420
TV,18748,,35
TV,18748,PANDORA,1414
TV,18749,,730
TV,18749,PLYNIO WG,742
TV,18750,INTUITY PRO,16
TV,18770,MICRONOL NP,2380
TV,18773,WANAX 800 SC,2600
TV,18793,SIDERAL ULTRA SC,8766
TV,18814,GOLTIX TOP,7
TV,18818,ALLURION,9235
TV,18830,DIOZINOS 700 WG,5
TV,18841,,285
TV,18841,SOLIMAN,227
TV,18847,,20
TV,18847,CIREVO,12
TV,18865,CLOMAX,8
TV,18912,,110
TV,18912,LORTAMA 25,2502
TV,18912,LORTAMA 25 LT 1,3
TV,18912,LORTAMA 25 LT 5,20
TV,18913,TANARIS BEET,40
TV,18927,AF-X1 2025,2700.5
TV,18952,EXIREL 2025,10
TV,18974,RIDOMIL GOLD SL 2025,56
VE,13,,18050
VE,13,THIOPRON,4010
VE,133,,3
VE,206,,300
VE,565,,210
VE,599,,170
VE,599,ACUPRICO 76 WG,20
VE,619,,57
VE,909,,50
VE,1156,,4719
VE,1156,CHEMOL,303
VE,1562,,4
VE,1573,,3540
VE,1573,BASAMID GRANULAT,1180
VE,1583,,76085
VE,1583,MICROTHIOL DISPERSS,12930
VE,1936,,670
VE,2191,,1292
VE,2191,WETTING PLUS,644
VE,2259,,215
VE,2260,,310
VE,2260,GASTROTOX E,140
VE,2291,,1
VE,2307,,2014
VE,2307,VECTOR,340
VE,2732,,2133
VE,2732,GOLTIX,357
VE,2923,,13619
VE,2923,TIOVIT JET,4119
VE,3102,,628
VE,3132,,15
VE,3163,,47
VE,3343,,93.35
VE,3343,U46 M CLASS,185
VE,3412,,130
VE,3412,SYLLIT 65,6
VE,3486,,45
VE,3486,TRISCABOL DG,15
VE,3503,,176
VE,3503,AGRUMIN,82
VE,3519,METAMBANE,17
VE,3553,,54
VE,3553,CURZATE,120
VE,3767,,637
VE,3767,FENOXILENE 200,476
VE,3817,,55
VE,3817,DISERBONE KN,7
VE,4264,,8
VE,4264,VIC 400 SC,1
VE,4701,,148
VE,4701,PIRIMOR 50,21
VE,4710,,268
VE,4710,ALIETTE,165
VE,5152,,36510
VE,5152,TIOSPOR WG,1052
VE,5414,,0.4
VE,5574,,339
VE,5574,LUMAKIDIN 5G,3
VE,6001,BETAFIL FL,20
VE,6322,,32
VE,6322,OBSTHORMON 24A,10
VE,6437,,82
VE,6437,ETHREL,7
VE,6556,,5
VE,6556,K-OBIOL DP2,5
VE,6557,,46
VE,6557,K-OBIOL EC 25,16
VE,6771,,1805
VE,6945,,267
VE,6945,TOPAS 10 EC,97.25
VE,7020,,101
VE,7020,BAGNANTE CIFO,173
VE,7053,,9
VE,7053,PASTA CAFFARO NC,9
VE,7055,,22
VE,7055,PASTA CAFFARO BLU,59
VE,7368,,50
VE,7368,TURFENE L,22
VE,7379,,5
VE,7379,VENZAR,3.5
VE,7411,,2
VE,7483,,105
VE,7483,DEVRINOL F,1
VE,7700,,149.8
VE,7700,MATACAR FL,42.8
VE,7736,ZOLFO SCORREVOLE TRIVENTILATO 95% S,75
VE,7764,,445
VE,7764,TIOLENE,10
VE,7911,,10
VE,7919,,24613
VE,7919,TOUCHDOWN,5093
VE,7922,OPALENE FLUID,260
VE,7930,,2095
VE,7930,KERB FLO,166
VE,7961,RIZOLEX  GOLD,5
VE,8023,,33
VE,8023,SUMIALFA ECHO,41
VE,8028,,825
VE,8028,CALARIS,48
VE,8102,,5809
VE,8102,MERPAN 80 WDG,486
VE,8146,,67.5
VE,8146,GALLERY,17
VE,8184,,876
VE,8184,CHALLENGE,26
VE,8189,,2020
VE,8225,BLUE SHIELD HI BIO,60
VE,8259,,1
VE,8259,LAMDEX EXTRA,2
VE,8376,,204
VE,8376,ARIANE II,18
VE,8498,,73
VE,8498,FOLICUR WG,95.5
VE,8546,,283
VE,8558,,5
VE,8558,PIRETRO VERDE,133
VE,8599,,1053
VE,8599,GOLD BEET,60
VE,8601,,13595
VE,8601,FOLPAN 80 WDG,7562
VE,8706,,32.5
VE,8706,AMID THIN W,2
VE,8712,,4
VE,8712,ALLEGANTE 4% AF 96,2
VE,8735,,2035.5
VE,8735,TREBON UP,483.5
VE,8743,,14.5
VE,8795,,41.5
VE,8795,VERTIMEC EC,21
VE,8801,,772.25
VE,8801,SCORE 25 EC,180.75
VE,8836,,187
VE,8836,MIMIC,17
VE,8874,,473
VE,8874,ETOFUM - FL,60
VE,8882,,10
VE,8929,,0.25
VE,8934,,449
VE,8934,SCALA,171
VE,9005,,1142
VE,9005,AGIL,1738
VE,9012,,10
VE,9041,,8280
VE,9061,,63
VE,9210,,6979
VE,9210,QUADRIS,1123
VE,9244,,250
VE,9244,ZIRAMIT 76 WG,140
VE,9267,,60
VE,9280,,2
VE,9280,TOPAS 200 EW,2.5
VE,9286,,10
VE,9342,,10
VE,9342,DELTRIN,9.5
VE,9373,,98
VE,9373,CHORUS,6
VE,9380,,3360
VE,9380,FREEWAY 360,2469
VE,9422,,294
VE,9422,EVADE,115
VE,9449,EMERALD COMBI,1
VE,9477,,15
VE,9509,,28.5
VE,9531,,138
VE,9569,,1001
VE,9578,,1134.5
VE,9578,SWITCH,273.5
VE,9612,OSSICLOR 30,20
VE,9631,,22
VE,9655,,19
VE,9655,PRIMIAL WG,10
VE,9695,PERLAN,6.5
VE,9705,,87
VE,9705,PREVITER,14
VE,9723,,2630
VE,9723,DE-SPROUT N,100
VE,9757,,95
VE,9757,SPYRALE,133
VE,9790,,108
VE,9800,,264.3
VE,9800,MAVRIK SMART,178.75
VE,9809,,1200
VE,9843,,4142
VE,9843,BASAGRAN SG,1785
VE,9872,,70
VE,9954,,1799
VE,9954,JOKER,781
VE,10048,,475
VE,10048,KUMULUS TECNO,7975
VE,10117,,2479
VE,10117,STRATOS ULTRA,897
VE,10118,,2443.8
VE,10118,AMISTAR,92.4
VE,10127,,0.01
VE,10154,,30
VE,10161,,583
VE,10161,ORTIVA,10
VE,10220,,9
VE,10220,DICOPUR COMBI,1
VE,10221,,9
VE,10224,,1550
VE,10296,,360
VE,10305,,67
VE,10305,OIKOS,1.2
VE,10306,,62
VE,10306,MISTRAL,39
VE,10324,,60
VE,10324,NEMATHORIN 10 G,10
VE,10350,,201
VE,10350,BLAST SG,63
VE,10357,RIGRON SG,3
VE,10381,,321
VE,10381,CONCORDE 40 EW,4
VE,10415,ARIC 480 L.S.,10
VE,10423,,1001
VE,10423,LUMACHICIDA VEBI,157
VE,10479,,25
VE,10479,NATURALIS,52
VE,10485,RADICANTE PLUS,1.9
VE,10573,,790
VE,10573,KOCIDE 2000,2
VE,10577,,2734
VE,10577,METRIPHAR 70 WG,648.5
VE,10585,,70
VE,10588,,30
VE,10604,,5.5
VE,10604,EMERALD 40 EW,33
VE,10632,,850
VE,10632,COBRE NORDOX SUPER 75 WG,96
VE,10647,,125
VE,10701,,184
VE,10741,,58
VE,10741,METACINQUE,411
VE,10771,,2038
VE,10771,MOST MICRO,530
VE,10816,,45
VE,10816,PIRETRO GARDEN PFnPO,76.5
VE,10890,,250
VE,10890,FLiPPER,121.4
VE,10890,FLiPPER PFnPE,0.35
VE,10926,,100
VE,10926,ALTOREX,4
VE,10929,,3.1
VE,10929,CHIKARA 25 WG,0.25
VE,10944,,582
VE,10944,KARATE ZEON,221.75
VE,10948,,34.5
VE,10948,VITISAN WG,12.5
VE,10952,,161
VE,10976,,820.15
VE,10976,METEOR,399.5
VE,10999,,545
VE,10999,BETANAL SE,447
VE,11011,,3875
VE,11011,DASH HC,1864
VE,11040,,130
VE,11040,POLTIGLIA BORDOLESE DISPERSS BLU,10
VE,11059,,185
VE,11059,BIOPOWER,48
VE,11062,,16
VE,11070,,37005
VE,11102,,160
VE,11102,HELIOSOUFRE S,60
VE,11119,,290.35
VE,11119,FLINT,56
VE,11133,,83
VE,11133,SHELTER,36.5
VE,11147,,826.5
VE,11150,,2825
VE,11196,,60
VE,11206,,5277.5
VE,11206,CODACIDE,2005
VE,11243,,2414
VE,11243,LEOPARD 5 EC,1798
VE,11252,,4
VE,11253,,56
VE,11253,CALLISTO,368.4
VE,11255,,500
VE,11257,,81.75
VE,11258,,115
VE,11341,,587
VE,11341,STARANE GOLD,193
VE,11353,,124
VE,11353,FUSILADE MAX,74
VE,11355,,9680
VE,11416,,45
VE,11448,,748
VE,11479,,76
VE,11479,BRANCHER DIRADO,1
VE,11505,,63
VE,11526,,377
VE,11526,SULTAN,172
VE,11552,,10
VE,11561,,48
VE,11561,NEEMAZAL T/S,3
VE,11569,,420
VE,11569,CUPROXAT S.D.I.,16
VE,11637,,120
VE,11649,,2401
VE,11649,COMMAND 36 CS,120.4
VE,11654,,4
VE,11678,,4
VE,11690,,21.1
VE,11690,GOAL 480 SC,3
VE,11693,,42
VE,11693,LASER,3
VE,11730,COSMOTRIN,130
VE,11760,,3780
VE,11760,POLITHIOL,620
VE,11767,,133
VE,11767,BIG MAIS,57
VE,11779,,5
VE,11793,XENTARI WG,1.5
VE,11857,,10
VE,11870,,1.5
VE,11872,RIFLE 3-18-R,7
VE,11944,,20
VE,11999,,100
VE,12020,,0.03
VE,12023,,261
VE,12043,,102
VE,12043,PREVICUR ENERGY,6
VE,12044,,155
VE,12048,,20
VE,12048,TIOSOL 80 WG,50
VE,12078,METALIM,12
VE,12090,,170
VE,12096,,32435
VE,12096,POLTIGLIA DISPERSS,6397
VE,12100,,45
VE,12106,,193
VE,12106,TALENDO,116
VE,12114,,32
VE,12114,AUXIGER LG,2
VE,12133,,16
VE,12149,,1
VE,12170,,630
VE,12170,HELIOCUIVRE,100
VE,12202,,30
VE,12225,,11.02
VE,12225,TEPPEKI,8.26
VE,12233,,129
VE,12319,KRONOS,4
VE,12361,ALGEDI,68
VE,12378,,520
VE,12381,,9
VE,12381,NU-FILM-P,14
VE,12437,,536
VE,12437,DELAN 70 WG,35
VE,12452,,5
VE,12452,EQUIP,340
VE,12453,,105
VE,12522,METRO,2
VE,12529,,32
VE,12529,TUCANA 25 EC,1
VE,12534,,112.75
VE,12534,FOXTAIL,18
VE,12538,,1
VE,12540,,68
VE,12540,REGRAN EXTRA,3
VE,12573,,1
VE,12573,EKO OIL SPRAY,38
VE,12590,,720
VE,12590,DIASTAR MAXI,1180
VE,12625,EFUZIN 400 SC,7
VE,12647,,87
VE,12661,NEXOL 10 WG,5
VE,12662,,1070
VE,12671,,76.77
VE,12671,HARMONY 50 SX,820.18
VE,12671,HARMONY 50 SX x gr20,0.02
VE,12722,,35
VE,12737,,1586
VE,12737,AIRONE PIU',3336
VE,12738,KING 360 HP,30
VE,12748,,544
VE,12754,VERDRAM HI BIO,60
VE,12756,,102.3
VE,12756,DICOTEX,15
VE,12759,,18
VE,12759,OSSICLOR 35 WG,118
VE,12763,,60
VE,12770,,1
VE,12785,,1.52
VE,12788,,10
VE,12788,ADIGOR,142
VE,12792,,1677
VE,12792,MAGIC TANDEM,1380
VE,12806,,897
VE,12806,FEDOR,243
VE,12828,,1
VE,12828,SITOFEX,1
VE,12833,ISOMATE C/OFM,12
VE,12834,,8.88
VE,12839,ECODIAN STAR,10
VE,12860,,4
VE,12862,,189
VE,12862,CANTUS,98
VE,12866,,21
VE,12866,COLLIS,10
VE,12868,,7
VE,12868,BELLIS,6
VE,12869,,1641
VE,12869,SIGNUM,140
VE,12878,,5033
VE,12878,FOLPAN GOLD,3248
VE,12883,,1956
VE,12883,PROSPER 300 CS,1004
VE,12886,,3245
VE,12886,KARATHANE STAR,1293
VE,12888,,42
VE,12916,,53
VE,12916,SACRON 45 WG,49
VE,12933,,79
VE,12940,,464.5
VE,12940,KARATE ZEON 1.5,285
VE,12954,,1145
VE,12954,SPECTRUM,308
VE,12961,,11
VE,12994,,4
VE,12994,VIVER ELITE WG,78.5
VE,13012,,2355
VE,13012,FOLVIT 80 WDG,186
VE,13018,,17
VE,13061,,972
VE,13061,BIOBIT DF,205
VE,13062,,326
VE,13062,DiPel DF,326
VE,13063,,0.1
VE,13064,,3063
VE,13064,VITENE ULTRA SC,649
VE,13076,,2
VE,13081,,1.5
VE,13084,,339
VE,13084,TELDOR PLUS,114
VE,13093,,1617
VE,13093,STOMP AQUA,415
VE,13095,,3
VE,13098,,495
VE,13098,ROUNDUP POWER 2.0,2735
VE,13104,,100
VE,13106,IKANOS,6
VE,13120,,177
VE,13120,MYSTIC 430 SC,1
VE,13127,,758
VE,13127,VALIS F,783
VE,13149,,162
VE,13150,,36
VE,13150,CURAME 25 WG,727
VE,13152,,4
VE,13154,,2607
VE,13154,MONDAK 480 S,667
VE,13158,,26
VE,13158,REMEDIER,40
VE,13168,,8060
VE,13168,LAUDIS,1951
VE,13218,,270
VE,13218,FINALSAN PLUS,80
VE,13236,,192
VE,13236,BULLET,9
VE,13242,,5
VE,13242,NICOGAN V.O.,401
VE,13244,,3825
VE,13249,,1525
VE,13252,,96
VE,13252,PLAYER 250 SC,101
VE,13253,,1520
VE,13253,PLAYER SC,58
VE,13255,PLAYER GR,14
VE,13285,,1
VE,13290,ZOLFO MANICA DOPPIO RAFFINATO VENTI,950
VE,13313,,100
VE,13313,CASPER,43
VE,13327,,42.3
VE,13327,GRANSTAR ULTRA SX,29.9
VE,13367,,79
VE,13377,,126
VE,13382,,3660.5
VE,13382,PERGADO SC,912.5
VE,13386,,338
VE,13386,PROSARO,75
VE,13387,,233.2
VE,13387,FLORAMIX,101.23
VE,13388,,49.29
VE,13389,,6318
VE,13389,AFFIRM,2141
VE,13390,,5
VE,13391,,371
VE,13391,CYTHRIN 50 EC,19
VE,13447,HELMSTAR 75 WG,0.03
VE,13451,,266
VE,13451,SPARVIERO,28
VE,13466,,1293
VE,13466,SPOTLIGHT PLUS,581
VE,13471,NICOZEA OD,68
VE,13485,,4354
VE,13486,,187
VE,13489,,42.5
VE,13552,ZOLVIS 80 SECTOR,111
VE,13560,FORZA,1
VE,13576,,5.5
VE,13578,RAME CAFFARO BLU WG NEW,18
VE,13581,,2335
VE,13581,ZOLVIS OTTANTA WG,1680
VE,13585,,805
VE,13585,SOLOFOL,1575
VE,13586,VERDERAME 20 WG,22.5
VE,13592,,240
VE,13592,VOLARE,3
VE,13604,,3000
VE,13635,,160
VE,13637,,8047
VE,13637,PERGADO F,3064
VE,13689,,33.5
VE,13689,FLINT MAX,1.5
VE,13693,BACILLUS CHEMIA,33
VE,13698,,274.75
VE,13698,VIVANDO,233.5
VE,13700,,72
VE,13700,ATLANTIS PRO,36
VE,13701,,30.4
VE,13711,,1914
VE,13741,,5
VE,13771,,369
VE,13771,NIMROD 250 EW,13784
VE,13789,,1
VE,13792,,448
VE,13792,STABILAN,56
VE,13796,,146
VE,13809,,75010
VE,13809,FORCE ULTRA,12110
VE,13823,,43
VE,13823,ALVERDE,10
VE,13838,,0.75
VE,13841,,19535
VE,13841,FOCUS ULTRA,7647
VE,13856,,21
VE,13856,COPRANTOL TRIO,60
VE,13876,,129
VE,13876,APACHE,87
VE,13888,,1023
VE,13888,FANTIC F NC WG,1147
VE,13891,,7
VE,13895,,10
VE,13905,,209
VE,13905,BANJO,12
VE,13925,,124.5
VE,13926,,14
VE,13926,SPONSOR,9.5
VE,13930,MARINS 200 CLASS,12
VE,13981,,3896
VE,13981,CORAGEN,296.2
VE,13983,,32
VE,14020,LIDAL,14
VE,14044,JOKER 480,65
VE,14058,,120.25
VE,14058,FEINZIN 70 DF,272.25
VE,14061,,2
VE,14062,,966
VE,14062,ZOXIUM 240 SC,216
VE,14100,,83
VE,14100,KANEMITE,4
VE,14101,,458
VE,14101,CARAMBA,241
VE,14102,,1058
VE,14102,BORDOFLOW NEW,350
VE,14109,,311
VE,14119,VISIR PENCOTECH,3
VE,14137,,69.9
VE,14137,ALTACOR,6.7
VE,14155,,140
VE,14165,,3539
VE,14165,NANDO MAXI,659
VE,14168,,3
VE,14178,,60
VE,14178,TRI-BASE,2
VE,14182,,6
VE,14182,ARES 25 WG,189
VE,14193,SARMOX 45 DG,26.5
VE,14195,,489
VE,14195,KENDO WITH ZEON TECHNOLOGY,6
VE,14210,,358.9
VE,14210,EVURE PRO,211.3
VE,14232,,1
VE,14262,,0.12
VE,14262,GREENEX NF,5.5
VE,14294,,0.9
VE,14336,,114
VE,14336,NEMATHORIN 150 EC,3
VE,14375,,660
VE,14375,LION 5 EC,403
VE,14390,,221
VE,14390,BOOM EFEKT,1281
VE,14405,MERLIN FLEXX,188
VE,14406,,143.25
VE,14406,LEIMAY,238.5
VE,14407,,21
VE,14407,RUNWAY,8
VE,14414,,2.5
VE,14418,,96
VE,14418,PULSAR 40 SL,1
VE,14431,,113
VE,14431,LENTAGRAN 45 WP,4
VE,14434,,0.08
VE,14460,,472
VE,14460,KOBAN 600,2474
VE,14474,TEBUSIP COMBI,10
VE,14479,,555
VE,14479,SCHERMO 0.5 G,2253
VE,14547,BAC MK,0.25
VE,14559,,59
VE,14636,,2059
VE,14636,BIOLID UP,1194.5
VE,14642,,8765
VE,14642,RIDOMIL GOLD R WG,1017
VE,14664,,0.05
VE,14679,,25
VE,14686,,250
VE,14686,KOCIDE OPTI,200
VE,14699,,149
VE,14699,GEOXE,6
VE,14709,,45.2
VE,14709,ISOMATE A/OFM,4
VE,14735,,3.5
VE,14764,,25
VE,14764,SLUXX HP,85
VE,14765,,6128
VE,14765,ELUMIS,1828
VE,14785,,4
VE,14830,,1000
VE,14830,CUPROFIX ULTRA DISPERSS,150
VE,14836,,67
VE,14837,,6225
VE,14837,TARTAN,5432
VE,14845,,110
VE,14846,,126
VE,14846,AVALON 250 EW,36
VE,14869,,3860
VE,14869,CUPROBEL HYDRO,160
VE,14872,,27.5
VE,14872,BELLIS DRUPACEE,5
VE,14876,,2
VE,14879,,22.95
VE,14879,LONTREL 72 SG,0.6
VE,14884,,8999
VE,14884,CORUM,6488
VE,14899,,10
VE,14918,,106
VE,14918,RIVIOR,104.4
VE,14919,,0.01
VE,14935,,552
VE,14935,TIMELINE TRIO,537
VE,14936,,1489.5
VE,14936,AMPLIGO,391.5
VE,14938,DEDICATE,0.75
VE,14940,,0.3
VE,14947,,296
VE,14967,,46
VE,14967,TIPTOR ULTRA,4
VE,14969,HOPPER 480,1055
VE,14980,,14
VE,15005,,6
VE,15005,FONTELIS,8
VE,15013,NATRIA LUMACHICIDA PFnPE,162
VE,15023,,440
VE,15023,DERREX,460
VE,15037,BREZZA,16
VE,15039,,1
VE,15044,,273
VE,15048,,765
VE,15048,INDOXAN 45 WDG,16
VE,15049,,325
VE,15049,MODDUS,129
VE,15051,,3730
VE,15051,KYLEO,1430
VE,15052,,32
VE,15052,KAIMO SORBIE,11.5
VE,15056,,20
VE,15056,TOMCATO,80
VE,15058,,52.8
VE,15058,PRINCIPAL MAIS,23.76
VE,15059,,3019
VE,15059,DECIS EVO,947.5
VE,15062,,330
VE,15062,PIRAMAX  EC,5
VE,15071,,296
VE,15071,EVOLUTION,54
VE,15083,,5
VE,15083,AUDACE,285
VE,15096,,105
VE,15096,GLIPHOGAN TOP CL,11
VE,15102,,316
VE,15102,CURZATE ERRE EVO,1457
VE,15115,,1616
VE,15115,PROSPER 500 EC,52
VE,15120,,10
VE,15121,,3050
VE,15121,BIOCUPRO,10
VE,15122,,7
VE,15124,,3
VE,15125,,9
VE,15127,,55
VE,15130,,1
VE,15142,,8051
VE,15142,ALCANCE SYNC TEC,3307
VE,15149,,725
VE,15149,COSAVET DF EDGE,1315
VE,15177,,50
VE,15198,,9
VE,15199,SAKURA,2
VE,15200,,5
VE,15201,,15
VE,15201,FLOXY 400 SC,10
VE,15221,,10
VE,15221,ZETARAM PLUS,24
VE,15222,,70
VE,15222,FOLICUR COMBI WG,31
VE,15223,PANTANI,133
VE,15229,,100
VE,15233,,200
VE,15235,MOMENTUM,1.5
VE,15247,,22
VE,15250,,5
VE,15251,,744
VE,15251,AIRONE LIQUIDO,435
VE,15253,,109
VE,15263,,111
VE,15263,DYNALI,23
VE,15264,,7236
VE,15264,ENERVIN SC,1808
VE,15265,,2484
VE,15265,PROMAN FLOW,1213
VE,15266,,10
VE,15267,KUSABI,99
VE,15291,TURFENE PLUS,0.5
VE,15292,,88
VE,15292,VERTIARO,4
VE,15293,,10
VE,15293,MAVITA 250 EC,63
VE,15294,,1022
VE,15294,KENDO BI-ACTIVE,2
VE,15296,,0.5
VE,15302,,142
VE,15302,AMYLO-X,32
VE,15307,,52.5
VE,15315,,14
VE,15317,,5993
VE,15317,SESTO GOLD,10
VE,15326,,3190
VE,15331,,10.5
VE,15335,,84
VE,15337,,1.2
VE,15337,EXPRESS,0.1
VE,15346,,198
VE,15348,,64
VE,15348,RIDOMIL GOLD R LIQUIDO,400
VE,15349,,45
VE,15349,ARES 430 SC,53
VE,15358,,110
VE,15358,ZOLFO FLOW MCT,251.5
VE,15365,,2
VE,15369,,64
VE,15369,MAGMA TRIPLE,5
VE,15375,NIC 4,24
VE,15378,,465
VE,15379,,48.75
VE,15379,AXIAL PRONTO 60,2.25
VE,15384,,102
VE,15384,LUNA EXPERIENCE,11
VE,15389,,1440
VE,15401,,10246
VE,15401,TAIFUN MK CL,2459
VE,15402,,895
VE,15402,DELTASAP,39
VE,15409,,36
VE,15410,,425
VE,15410,DECA,244
VE,15419,,150
VE,15422,,41.04
VE,15422,TITUS DUO,6.66
VE,15433,,85
VE,15438,SANMITE 10 SC,8
VE,15448,,226
VE,15449,,793
VE,15449,CIDELY,452
VE,15483,WISH,10
VE,15491,,46.5
VE,15491,SWORD UP,1
VE,15493,SIMUN 40 OD,3
VE,15494,DELSTAR,16
VE,15499,,1
VE,15513,,230
VE,15513,OSSICLOR 35 WG GREEN,36
VE,15536,,579
VE,15536,ANTAL,10
VE,15543,,44.5
VE,15543,LUMACHICIDA COMPO PFnPE 1 KG,24
VE,15543,LUMACHICIDA COMPO PFnPE 500 GR,16
VE,15543,LUMACHICIDA FER PFnPE,2154.8
VE,15546,,59.9
VE,15546,BIATHLON 4D,18.4
VE,15549,,55
VE,15549,PROLECTUS 50 WG,14
VE,15550,,100
VE,15553,,13.5
VE,15553,REGALIS PLUS,9
VE,15566,,526
VE,15566,VISION PLUS,46
VE,15574,,415
VE,15574,KARMA 85,75
VE,15583,,129
VE,15598,,133
VE,15610,,57
VE,15612,,17.4
VE,15612,SEMPRA,2.55
VE,15621,,1
VE,15635,,2815
VE,15635,ADENGO XTRA,1241
VE,15654,,299
VE,15654,ACCORD,14
VE,15665,KEMPO SORBIE,2.9
VE,15668,,9.75
VE,15668,GHIBLI 240 OD,37
VE,15674,,20.45
VE,15674,AMADEUS TOP,26.75
VE,15712,,8341
VE,15712,SATELITE,875
VE,15722,,130
VE,15736,,40
VE,15741,,630
VE,15741,AVADEX FACTOR,60
VE,15744,,38.5
VE,15744,REBOOT,5
VE,15748,,77
VE,15748,SYLLIT 544 SC,148
VE,15752,,14
VE,15753,,10
VE,15767,CLOCY-CU,7
VE,15769,,1104
VE,15780,,120
VE,15790,,360
VE,15806,,21
VE,15808,,3
VE,15831,,82
VE,15836,,31
VE,15836,RATRON GW,22
VE,15837,,11.25
VE,15837,RATRON GL,7.5
VE,15838,,1220
VE,15838,ROUNDUP ULTRAMAX,200
VE,15856,,196
VE,15859,,70
VE,15859,KATANGA EXPRESS,700
VE,15861,,830
VE,15861,POWSYS,3130
VE,15868,CENTURION PRO,4
VE,15869,,2342
VE,15869,OPTIX STAR DISPERSS,4
VE,15886,,125
VE,15890,CURZATE 60 WG,4.8
VE,15897,ALFIL WG,3
VE,15898,,10
VE,15900,,9440
VE,15900,TRIKA EXPERT,2970
VE,15901,,31070
VE,15901,ERCOLE,17560
VE,15910,,2.5
VE,15911,,569
VE,15911,SPIROX,38
VE,15915,,194
VE,15915,STARANE HD,46
VE,15926,,9795
VE,15926,MOJANG 600,1667
VE,15926,MOJANG 600 (CETUS ULTRA PACK 3 HA),10
VE,15948,,24
VE,15961,,1757
VE,15961,RETENGO NEW,144
VE,15990,SCIROCCO 125 EW,0.75
VE,16007,,426
VE,16007,REWARD,70
VE,16023,,295
VE,16032,,109
VE,16033,,10
VE,16034,,71
VE,16035,THEOREM,1
VE,16038,,94
VE,16038,CABRIO WG,3.5
VE,16054,,408
VE,16054,SINSTAR,40
VE,16065,,3.75
VE,16065,SERRATE,22.5
VE,16068,FOLDER 80 WG,500
VE,16071,MESOZIN 70 WG,1.25
VE,16074,GLORIAL 25 EC,4
VE,16076,,1484
VE,16076,SOLIS,602
VE,16084,,14
VE,16084,BREVIS,1
VE,16085,,2.9
VE,16085,TRIMUR,4.28
VE,16092,,328
VE,16092,CICLOPE,10
VE,16098,,0.25
VE,16101,,122
VE,16101,TOPAS COMBI LIQUIDO,56
VE,16102,GRIAL,1
VE,16104,,298
VE,16104,ELECTIS TRIO WDG,7
VE,16142,,1
VE,16157,ATLANTIS FLEX,1.32
VE,16167,MARACANA,10
VE,16170,,470
VE,16171,,191.3
VE,16178,,16830
VE,16179,,290
VE,16179,FOLLOW 80 WG,2325
VE,16182,,10
VE,16182,CLICK PRO,5
VE,16191,,362
VE,16191,TRIMAXX,32
VE,16194,,298
