INPUT_NAME,INPUT_URL,OWNER,CANONICAL_URL,QUALIFICATION_SCORE,PRIORITY,VALIDATION_RESULT,REAL_EXAMPLE,EVIDENCE_PATH,SOURCE_ID,ATLAS_STATUS,DATABASE_STATUS,VERDICT,REASON
UNIBO DISTAL — Dipartimento di Scienze e Tecnologie Agro-Alimentari,https://distal.unibo.it/it,Universita di Bologna,https://distal.unibo.it/it,84,P1,REGISTERED,Bollettino agrofenologico — Scienze e Tecnologie Agro-Alimentari,data/samples/IT-SOURCE-SAMPLES/IT-T5-033/MANIFEST.json,IT-T5-033,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Agriligurianet — Regione Liguria agricoltura,https://www.agriligurianet.it/,Regione Liguria,https://www.agriligurianet.it/it/,83,P1,REGISTERED,Generale - Agriligurianet,data/samples/IT-SOURCE-SAMPLES/IT-T1-020/MANIFEST.json,IT-T1-020,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Consorzi Agrari d'Italia — CAI,https://www.consorziagrariditalia.it/chi-siamo/,Consorzi Agrari d'Italia,https://www.consorziagrariditalia.it/chi-siamo/,83,P1,REGISTERED,NÃO REPRESENTATIVO — papelada administrativa; rever com navegador,data/samples/IT-SOURCE-SAMPLES/IT-T7-014/MANIFEST.json,IT-T7-014,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,exemplo real nao representativo
Consorzio Tutela Vini d'Abruzzo,https://www.vinidabruzzo.it/,Consorzio Tutela Vini d'Abruzzo,https://www.vinidabruzzo.it/,83,P1,REGISTERED,"Press            
              
      La nuova terra dei Winelovers

      
      
      
      
          
Scarica PDF",data/samples/IT-SOURCE-SAMPLES/IT-T10-012/MANIFEST.json,IT-T10-012,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Consorzio di Tutela Arancia Rossa di Sicilia IGP,https://www.tutelaaranciarossa.it/,Consorzio Arancia Rossa di Sicilia,https://www.tutelaaranciarossa.it/,83,P1,REGISTERED,Rassegna stampa - Tutela Arancia Rossa di Sicilia IGP,data/samples/IT-SOURCE-SAMPLES/IT-T10-013/MANIFEST.json,IT-T10-013,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Consorzio di Tutela del Grana Padano,https://www.granapadano.it/,Consorzio Tutela Grana Padano,https://www.granapadano.it/it-it/,83,P1,REGISTERED,Progetti Finanziati - Grana Padano,data/samples/IT-SOURCE-SAMPLES/IT-T10-014/MANIFEST.json,IT-T10-014,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
AgroNotizie — Image Line,https://agronotizie.imagelinenetwork.com/,Image Line,https://agronotizie.imagelinenetwork.com/,82.2,P1,REGISTERED,AgroNotizie - Newsletter,data/samples/IT-SOURCE-SAMPLES/IT-T1-021/MANIFEST.json,IT-T1-021,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
SIPaV — Societa Italiana di Patologia Vegetale,https://www.sipav.org/,SIPaV,https://www.sipav.org/,82.2,P1,REGISTERED,SIPaV News,data/samples/IT-SOURCE-SAMPLES/IT-T3-021/MANIFEST.json,IT-T3-021,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Accademia dei Georgofili,https://www.georgofili.it/,Accademia dei Georgofili,https://www.georgofili.it/,82,P1,REGISTERED,Benvenuti nella Sezione dell'Ufficio Stampa dei Georgofili  | Georgofili,data/samples/IT-SOURCE-SAMPLES/IT-T5-034/MANIFEST.json,IT-T5-034,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
OlivoNews — giornale di olivicoltura,https://www.olivonews.it/,OlivoNews,https://www.olivonews.it/,82,P1,REGISTERED,Attualità Archivi - l&#039;OlivoNews,data/samples/IT-SOURCE-SAMPLES/IT-T1-022/MANIFEST.json,IT-T1-022,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
SIMEI — Salone Internazionale Macchine per Enologia e Imbottigliamento,https://www.simei.it/,Unione Italiana Vini,https://www.simei.it/,82,P1,REGISTERED,Distillo 2026 - SIMEI,data/samples/IT-SOURCE-SAMPLES/IT-T11-005/MANIFEST.json,IT-T11-005,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
CIA — Agricoltori Italiani,https://www.cia.it/,CIA,https://www.cia.it/,81.1,P1,REGISTERED,NÃO REPRESENTATIVO — papelada administrativa; rever com navegador,data/samples/IT-SOURCE-SAMPLES/IT-T12-003/MANIFEST.json,IT-T12-003,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar; exemplo real nao representativo
Confagricoltura,https://www.confagricoltura.it/,Confagricoltura,https://www.confagricoltura.it/ita/,81.1,P1,REGISTERED,AgriFoodTech e IA: 2° Rapporto 2026 dedicato alla trasformazione tecnologica dell'agroalimentare Made in Italy - Notizie Brevi | Confagricoltura,data/samples/IT-SOURCE-SAMPLES/IT-T12-004/MANIFEST.json,IT-T12-004,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Consorzio Tutela Prosecco DOC,https://www.prosecco.it/,Consorzio Tutela Prosecco DOC,https://www.prosecco.it/it/,81.1,P1,REGISTERED,https://www.prosecco.it/wp-content/uploads/2023/07/Pagina-per-sito-web.pdf,data/samples/IT-SOURCE-SAMPLES/IT-T10-015/MANIFEST.json,IT-T10-015,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
AIAB — Associazione Italiana Agricoltura Biologica,https://aiab.it/,AIAB,https://aiab.it/,81,P1,REGISTERED,Aiuti di Stato,data/samples/IT-SOURCE-SAMPLES/IT-T12-005/MANIFEST.json,IT-T12-005,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
ANBI — Associazione Nazionale Consorzi di gestione e tutela del territorio e acque irrigue,https://www.anbi.it/,ANBI,https://www.anbi.it/,81,P1,REGISTERED,LIPU,data/samples/IT-SOURCE-SAMPLES/IT-T2-024/MANIFEST.json,IT-T2-024,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Alleanza delle Cooperative Italiane Agroalimentare,https://www.alleanzacooperative.it/,Alleanza Cooperative,https://www.alleanzacooperative.it/,81,P1,REGISTERED,Alleanza Cooperative Italiane,data/samples/IT-SOURCE-SAMPLES/IT-T10-016/MANIFEST.json,IT-T10-016,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
CIA Toscana,https://www.ciatoscana.eu/,CIA Agricoltori Italiani,https://www.ciatoscana.eu/home/,81,P1,REGISTERED,https://www.ciatoscana.eu/home/wp-content/uploads/2026/02/inn-pratica_volume_il-futuro-dell-agricoltura_IT_web.pdf,data/samples/IT-SOURCE-SAMPLES/IT-T12-006/MANIFEST.json,IT-T12-006,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,GREEN,"aberta, exemplo real observado e preservado"
Georgofili INFO — notiziario,https://www.georgofili.info/,Accademia dei Georgofili,https://www.georgofili.info/,80,P1,REGISTERED,“Notizie Forestali” - Australia e Nuova Zelanda adottano uno standard comune per valutare le foreste - Accademia dei Georgofili,data/samples/IT-SOURCE-SAMPLES/IT-T5-035/MANIFEST.json,IT-T5-035,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
Georgofili — Accademia dei Georgofili (portale .net),https://www.georgofili.net/,Accademia dei Georgofili,https://www.georgofili.net/,80,P1,REGISTERED,Agrifood tra credito e sostenibilit&#224; - Accademia dei Georgofili,data/samples/IT-SOURCE-SAMPLES/IT-T5-036/MANIFEST.json,IT-T5-036,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
SOI — Societa di Ortoflorofrutticoltura Italiana,https://www.soihs.it/,SOI,https://www.soihs.it/,80,P1,REGISTERED,Olivo - SOI,data/samples/IT-SOURCE-SAMPLES/IT-T1-023/MANIFEST.json,IT-T1-023,FICHA_ESCRITA,NOT_AVAILABLE — sem credenciais do Supabase nesta sessao,YELLOW,frequencia de atualizacao por provar
AGRIS Sardegna — Agenzia per la ricerca in agricoltura,https://www.sardegnaagricoltura.it/index.php?xsl=443,Regione Sardegna — AGRIS,http://www.sardegnaagricoltura.it/index.php?xsl=443&amp;v=2&amp;s=,95,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Veneto Agricoltura — Agenzia veneta per l'innovazione nel settore primario,https://www.venetoagricoltura.org/,Regione Veneto,https://www.venetoagricoltura.org/home,94.4,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
ERSAF Lombardia — Ente Regionale per i Servizi all'Agricoltura e alle Foreste,https://www.ersaf.lombardia.it/,Regione Lombardia,https://www.ersaf.lombardia.it/,93,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,nao foi possivel observar a fonte: FATAL:ValueError
ARPA Puglia,https://www.arpa.puglia.it/,ARPA Puglia,https://www.arpa.puglia.it/,92.2,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,nao foi possivel observar a fonte: SSLError
ARPACAL Calabria,https://www.arpacal.it/,ARPACAL,https://www.arpacal.it/,92.2,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Agrisicilia,https://www.agrisicilia.it/,Agrisicilia,https://www.agrisicilia.it/,92.2,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Agrisole — Il Sole 24 Ore,https://www.ilsole24ore.com/,Il Sole 24 Ore,https://www.ilsole24ore.com/,92.2,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Bulletin of Insectology,http://www.bulletinofinsectology.org/,Universita di Bologna,http://www.bulletinofinsectology.org/,91.1,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Libera Universita di Bolzano — Facolta di Scienze agrarie ambientali e alimentari,https://www.unibz.it/it/faculties/agricultural-environmental-food-sciences/,Libera Universita di Bolzano,https://www.unibz.it/it/faculties/agricultural-environmental-food-sciences/,91.1,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Pianeta PSR,https://www.pianetapsr.it/,Rete Rurale Nazionale / MASAF,https://www.pianetapsr.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,91,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Provincia autonoma di Bolzano — Agricoltura,https://www.provincia.bz.it/agricoltura-foreste/,Provincia autonoma di Bolzano,https://home.provincia.bz.it/it/temi#land__und_forstwirtschaft___agricoltura_e_foreste,90,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Rete Rurale Nazionale,https://www.reterurale.it/,MASAF — Rete Rurale Nazionale,https://www.reterurale.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,90,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
SIAN — Sistema Informativo Agricolo Nazionale,https://www.sian.it/,MASAF/AGEA,https://www.sian.it/portale/,90,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Regione Molise — Agricoltura,https://www.regione.molise.it/,Regione Molise,https://www.regione.molise.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,89,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Centro di Sperimentazione Laimburg,https://www.laimburg.it/,Provincia autonoma di Bolzano,https://www.laimburg.it/it,88.9,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
OP Alegra,https://www.alegra.it/,Alegra,https://www.alegra.it/,88,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Unione Nazionale Associazioni Produttori Olivicoli — UNAPROL,https://www.unaprol.it/,Unaprol,https://www.unaprol.it/,86,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
Phytopathologia Mediterranea,https://oajournals.fupress.net/index.php/pm,Firenze University Press / Mediterranean Phytopathological Union,https://oajournals.fupress.net/index.php/pm,84,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
SCAM,https://www.scam.it/,SCAM S.p.A.,https://www.scam.it/,84,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,nao foi possivel observar a fonte: HTTP 202
Teatro Naturale,https://www.teatronaturale.it/,Teatro Naturale,https://www.teatronaturale.it/,84,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
ASSAM Marche — Agenzia Servizi Settore Agroalimentare delle Marche — Youtube ufficiale,https://www.youtube.com/channel/UCpiryXByW32kGxQXTlbnSXA,Regione Marche,https://www.youtube.com/channel/UCpiryXByW32kGxQXTlbnSXA,80,P1,NOT_REGISTERED,,,,NAO_ESCRITA — continua CANDIDATA,NOT_AVAILABLE,NÃO SEI,"a fonte responde mas nenhum item publicado foi confirmavel por HTTP (pagina renderizada por JavaScript, ou sem links de itens)"
ERSA FVG — Agenzia regionale per lo sviluppo rurale,https://www.ersa.fvg.it/,Regione Friuli-Venezia Giulia,https://www.ersa.fvg.it/cms/hp/,91.1,P3,ADDRESS_CORRECTED,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco corrigido e confirmado por titulo da pagina
ARPA Sardegna,https://www.arpa.sardegna.it/,ARPAS,https://www.sardegnaambiente.it/arpas/,87.8,P3,ADDRESS_CORRECTED,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco corrigido e confirmado por titulo da pagina
Confcooperative Fedagripesca,https://www.fedagripesca.confcooperative.it/,Confcooperative,https://www.agroalimentarepesca.confcooperative.it:443/,84.4,P3,ADDRESS_REVIEW,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco nao confirmavel: o ID numerico do LinkedIn cai em pagina de login / pagina sem titulo
CRPV — Centro Ricerche Produzioni Vegetali,https://www.crpv.it/,CRPV,https://rinova.eu/,84,P3,ADDRESS_CORRECTED,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco corrigido e confirmado por titulo da pagina
Unione Italiana Vini,https://www.uiv.it/,UIV,https://www.unioneitalianavini.it,80,P3,ADDRESS_CORRECTED,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco corrigido e confirmado por titulo da pagina
Il Corriere Vinicolo,https://www.corrierevinicolo.com/,Unione Italiana Vini,https://www.unioneitalianavini.it/il-corriere-vinicolo,62.2,P3,ADDRESS_CORRECTED,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco corrigido e confirmado por titulo da pagina
Consorzio di Bonifica Piave — Linkedin ufficiale,https://www.linkedin.com/company/15179878/admin/dashboard,Consorzio di Bonifica Piave,https://it.linkedin.com/company/15179878,50,P3,ADDRESS_REVIEW,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco nao confirmavel: o ID numerico do LinkedIn cai em pagina de login / pagina sem titulo
Myfruit.it — Linkedin ufficiale,https://www.linkedin.com/company/698415/admin/feed/posts,Myfruit,https://it.linkedin.com/company/698415,42.2,HOLD,ADDRESS_REVIEW,,,,NAO_ESCRITA — fora da primeira onda,NOT_AVAILABLE,NÃO SEI,endereco nao confirmavel: o ID numerico do LinkedIn cai em pagina de login / pagina sem titulo
