ORDEM,NOME,TIPO,OWNER,URL_CANONICAL,TERRITORIES,REGION,QUALIFICATION_SCORE,AUTOMATION_SCORE,WHY_FIRST,EXPECTED_VALUE
127,UNIPG DSA3 — Dipartimento di Scienze Agrarie Alimentari e Ambientali,CIENCIA,Universita di Perugia,https://dsa3.unipg.it/,T5;T6;T1,UMBRIA,84.4,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T5, T6, T1"
128,Borsa Merci Bologna — Camera di Commercio,BASE_OFICIAL,Camera di Commercio di Bologna,https://www.bo.camcom.gov.it/,T10,EMILIA-ROMAGNA,84.0,3,"ente de filiera / mercado oficial · e' o dono do dado, nao um intermediario · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T10"
129,CBC Biogard,ORGANIZACAO,CBC Europe — Biogard,https://www.biogard.it/,T9;T3,LOMBARDIA,84.0,5,concorrente / industria de protecao e nutricao · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T9, T3"
130,CSO Italy — Centro Servizi Ortofrutticoli,ORGANIZACAO,CSO Italy,https://www.csoservizi.com/,T10;T1,EMILIA-ROMAGNA,84.0,5,"ente de filiera / mercado oficial · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T10, T1"
131,Certis Belchim Italia,ORGANIZACAO,Certis Belchim,https://www.certisbelchim.it/,T9;T10,NAZIONALE,84.0,5,concorrente / industria de protecao e nutricao · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T9, T10"
132,Italia Olivicola,ORGANIZACAO,Italia Olivicola Consorzio Nazionale,https://www.italiaolivicola.it/,T1;T10,NAZIONALE,84.0,5,organizacao de produtores · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T10"
133,Olivo e Olio — Edagricole,IMPRENSA,Edagricole — New Business Media,https://olivoeolio.edagricole.it/,T1;T3,NAZIONALE,84.0,5,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T3"
134,Phytopathologia Mediterranea,CIENCIA,Firenze University Press / Mediterranean Phytopathological Union,https://oajournals.fupress.net/index.php/pm,T3;T5,TOSCANA,84.0,4,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · rota tecnica previsivel (declara feed RSS/Atom no cabecalho) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T3, T5"
135,Rivista di Agraria,IMPRENSA,Rivista di Agraria,https://www.rivistadiagraria.org/,T1;T5;T12,NAZIONALE,84.0,5,imprensa tecnica agricola · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T5, T12"
136,Ruminantia — web magazine dei ruminanti,IMPRENSA,Ruminantia,https://www.ruminantia.it/,T10;T1;T7,NAZIONALE,84.0,5,imprensa tecnica agricola · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T10, T1, T7"
137,SCAM,ORGANIZACAO,SCAM S.p.A.,https://www.scam.it/,T9;T10,EMILIA-ROMAGNA,84.0,5,concorrente / industria de protecao e nutricao · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T9, T10"
138,SIA — Societa Italiana di Agronomia,ORGANIZACAO,Societa Italiana di Agronomia,https://www.siagr.it/,T1;T5,NAZIONALE,84.0,5,sociedade cientifica / academia · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T5"
139,Teatro Naturale,IMPRENSA,Teatro Naturale,https://www.teatronaturale.it/,T1;T3;T10,NAZIONALE,84.0,5,imprensa tecnica agricola · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T3, T10"
140,UNIBO DISTAL — Dipartimento di Scienze e Tecnologie Agro-Alimentari,CIENCIA,Universita di Bologna,https://distal.unibo.it/it,T5;T6;T1,EMILIA-ROMAGNA,84.0,3,"universidade / departamento agrario · e' o dono do dado, nao um intermediario · canal institucional do dono (o grupo tem 5 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T5, T6, T1"
141,Agriligurianet — Regione Liguria agricoltura,BASE_OFICIAL,Regione Liguria,https://www.agriligurianet.it/it/,T1;T3;T7,LIGURIA,83.0,3,"agencia regional agricola · e' o dono do dado, nao um intermediario · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso · cobre T1, T3, T7"
142,Consorzi Agrari d'Italia — CAI,ORGANIZACAO,Consorzi Agrari d'Italia,https://www.consorziagrariditalia.it/chi-siamo/,T7;T10,NAZIONALE,83.0,5,organizacao agricola / representacao de produtores · publica com frequencia alta (data visivel de 2026-06-30 (76d)) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"publica com frequencia alta, rota tecnica previsivel · cobre T7, T10"
143,Consorzio Tutela Vini d'Abruzzo,ORGANIZACAO,Consorzio Tutela Vini d'Abruzzo,https://www.vinidabruzzo.it/,T10;T1,ABRUZZO,83.0,5,consorcio de tutela / bonifica · publica com frequencia alta (data visivel de 2026-09-01 (13d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel · cobre T10, T1"
144,Consorzio di Tutela Arancia Rossa di Sicilia IGP,ORGANIZACAO,Consorzio Arancia Rossa di Sicilia,https://www.tutelaaranciarossa.it/,T10;T1,SICILIA,83.0,5,consorcio de tutela / bonifica · publica com frequencia alta (data visivel de 2026-09-14 (0d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T10, T1"
145,Consorzio di Tutela del Grana Padano,ORGANIZACAO,Consorzio Tutela Grana Padano,https://www.granapadano.it/it-it/,T10;T1,LOMBARDIA,83.0,5,consorcio de tutela / bonifica · publica com frequencia alta (data visivel de 2026-09-11 (3d) — publicacao muito recente) · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta, rota tecnica previsivel, feed declarado · cobre T10, T1"
146,AgroNotizie — Image Line,IMPRENSA,Image Line,https://agronotizie.imagelinenetwork.com/,T1;T3;T4;T10,EMILIA-ROMAGNA,82.2,4,imprensa tecnica agricola · rota tecnica previsivel (publica boletins em PDF — formato previsivel) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel · cobre T1, T3, T4, T10"
147,SIPaV — Societa Italiana di Patologia Vegetale,ORGANIZACAO,SIPaV,https://www.sipav.org/,T3;T5;T6,NAZIONALE,82.2,4,sociedade cientifica / academia · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel · cobre T3, T5, T6"
148,Accademia dei Georgofili,ORGANIZACAO,Accademia dei Georgofili,https://www.georgofili.it/,T5;T11;T12,TOSCANA,82.0,3,sociedade cientifica / academia · publica com frequencia alta (data visivel de 2026-09-08 (6d) — publicacao muito recente) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, publica com frequencia alta · cobre T5, T11, T12"
149,OlivoNews — giornale di olivicoltura,IMPRENSA,OlivoNews,https://www.olivonews.it/,T1;T3;T10,NAZIONALE,82.0,5,imprensa tecnica agricola · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel, feed declarado · cobre T1, T3, T10"
150,SIMEI — Salone Internazionale Macchine per Enologia e Imbottigliamento,ORGANIZACAO,Unione Italiana Vini,https://www.simei.it/,T11;T10,NAZIONALE,82.0,4,"ente de filiera / mercado oficial · e' o dono do dado, nao um intermediario · rota tecnica previsivel (publica boletins em PDF — formato previsivel) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, rota tecnica previsivel · cobre T11, T10"
151,CIA — Agricoltori Italiani,ORGANIZACAO,CIA,https://www.cia.it/,T12;T7,NAZIONALE,81.1,4,organizacao agricola / representacao de produtores · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · canal institucional do dono (o grupo tem 3 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"rota tecnica previsivel · cobre T12, T7"
152,Confagricoltura,ORGANIZACAO,Confagricoltura,https://www.confagricoltura.it/ita/,T12;T7;T10,NAZIONALE,81.1,4,organizacao agricola / representacao de produtores · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · canal institucional do dono (o grupo tem 6 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"rota tecnica previsivel · cobre T12, T7, T10"
153,Consorzio Tutela Prosecco DOC,ORGANIZACAO,Consorzio Tutela Prosecco DOC,https://www.prosecco.it/it/,T10;T1,VENETO,81.1,5,consorcio de tutela / bonifica · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso, rota tecnica previsivel · cobre T10, T1"
154,AIAB — Associazione Italiana Agricoltura Biologica,ORGANIZACAO,AIAB,https://aiab.it/,T12;T1,NAZIONALE,81.0,5,organizacao agricola / representacao de produtores · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"rota tecnica previsivel, feed declarado · cobre T12, T1"
155,ANBI — Associazione Nazionale Consorzi di gestione e tutela del territorio e acque irrigue,ORGANIZACAO,ANBI,https://www.anbi.it/,T2;T12,NAZIONALE,81.0,4,organizacao agricola / representacao de produtores · publica com frequencia alta (data visivel de 2026-09-11 (3d) — publicacao muito recente) · rota tecnica previsivel (liga a ficheiros estruturados (csv/json/xlsx/xml)) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"publica com frequencia alta, rota tecnica previsivel · cobre T2, T12"
156,Alleanza delle Cooperative Italiane Agroalimentare,ORGANIZACAO,Alleanza Cooperative,https://www.alleanzacooperative.it/,T10;T12,NAZIONALE,81.0,5,organizacao agricola / representacao de produtores · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"rota tecnica previsivel, feed declarado · cobre T10, T12"
157,CIA Toscana,ORGANIZACAO,CIA Agricoltori Italiani,https://www.ciatoscana.eu/home/,T12;T7,TOSCANA,81.0,5,organizacao agricola / representacao de produtores · rota tecnica previsivel (sinais de rota estruturada na pagina: API) · canal institucional do dono (o grupo tem 2 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"rota tecnica previsivel, feed declarado · cobre T12, T7"
158,ASSAM Marche — Agenzia Servizi Settore Agroalimentare delle Marche — Youtube ufficiale,YOUTUBE,Regione Marche,https://www.youtube.com/channel/UCpiryXByW32kGxQXTlbnSXA,T3;T2;T7,MARCHE,80.0,3,"servico fitossanitario / defesa vegetal · e' o dono do dado, nao um intermediario · endereco CANONICAL","dono do dado, nao intermediario, sinal agricola denso, feed declarado · cobre T3, T2, T7"
159,Georgofili INFO — notiziario,IMPRENSA,Accademia dei Georgofili,https://www.georgofili.info/,T5;T12;T11,TOSCANA,80.0,3,imprensa tecnica agricola · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso · cobre T5, T12, T11"
160,Georgofili — Accademia dei Georgofili (portale .net),ORGANIZACAO,Accademia dei Georgofili,https://www.georgofili.net/,T5;T11,TOSCANA,80.0,3,sociedade cientifica / academia · canal institucional do dono (o grupo tem 4 canais) — e' onde vive o sinal tecnico · endereco CANONICAL,"sinal agricola denso · cobre T5, T11"
161,SOI — Societa di Ortoflorofrutticoltura Italiana,ORGANIZACAO,SOI,https://www.soihs.it/,T1;T5;T11,NAZIONALE,80.0,3,imprensa tecnica agricola · dono com um unico canal nesta base: nao repete ninguem · endereco CANONICAL,"sinal agricola denso · cobre T1, T5, T11"
